Gm,Date,Tm,H_A,Opp,Result,R,RA,Inn,Record,Rank,GB,Win,Loss,Save,Time,D.N,Attendance,cLI,Streak,Orig_Scheduled,Year
87,"Friday, Jul 13",LAA,A,NYY,L,5,6,,48-39,2,5.0,Qualls,Downs,Soriano,2:58,N,47873,1.43,-1,,2012
88,"Saturday, Jul 14",LAA,A,NYY,L,3,5,,48-40,2,5.0,Garcia,Williams,Soriano,2:53,D,47789,1.41,-2,,2012
89,"Sunday, Jul 15",LAA,A,NYY,W,10,8,,49-40,2,5.0,Weaver,Nova,Jepsen,3:31,D,46679,1.37,1,,2012
90,"Monday, Jul 16",LAA,A,DET,L,6,8,,49-41,2,5.5,Dotel,Hawkins,Valverde,3:08,N,36806,1.42,-1,,2012
91,"Tuesday, Jul 17",LAA,A,DET,W,13,0,,50-41,2,5.5,Richards,Turner,,3:09,N,33950,1.42,1,,2012
92,"Wednesday, Jul 18",LAA,A,DET,L,2,7,,50-42,2,5.5,Fister,Wilson,,2:28,N,37915,1.37,-1,,2012
93,"Thursday, Jul 19",LAA,A,DET,L,1,5,,50-43,2,6.0,Scherzer,Williams,,2:47,D,40311,1.45,-2,,2012
94,"Friday, Jul 20",LAA,H,TEX,W,6,1,,51-43,2,5.0,Weaver,Holland,,2:35,N,43936,1.74,1,,2012
95,"Saturday, Jul 21",LAA,H,TEX,L,2,9,,51-44,2,6.0,Darvish,Santana,,3:13,D,39086,1.87,-1,,2012
96,"Sunday, Jul 22",LAA,H,TEX,W,7,4,,52-44,2,5.0,Haren,Harrison,,3:09,N,42160,1.64,1,,2012
97,"Monday, Jul 23",LAA,H,KCR,W,6,3,,53-44,2,5.0,Jepsen,Holland,Downs,3:21,N,35047,1.34,2,,2012
98,"Tuesday, Jul 24",LAA,H,KCR,L,1,4,,53-45,2,5.0,Smith,Richards,Broxton,2:54,N,35051,1.35,-1,,2012
99,"Wednesday, Jul 25",LAA,H,KCR,W,11,6,,54-45,2,5.0,Weaver,Hochevar,,3:07,D,39107,1.36,1,,2012
100,"Friday, Jul 27",LAA,H,TBR,W,3,1,,55-45,2,4.0,Haren,Cobb,Frieri,2:33,N,40136,1.46,2,,2012
101,"Saturday, Jul 28",LAA,H,TBR,L,0,3,,55-46,3,4.0,Moore,Wilson,Rodney,2:57,N,41232,1.56,-1,,2012
102,"Sunday, Jul 29",LAA,H,TBR,L,0,2,,55-47,3,5.0,Hellickson,Greinke,Rodney,2:49,D,35477,1.53,-2,,2012
103,"Monday, Jul 30",LAA,A,TEX,W,15,8,,56-47,3,4.0,Santana,Oswalt,Williams,3:06,N,36111,1.79,1,,2012
104,"Tuesday, Jul 31",LAA,A,TEX,W,6,2,,57-47,2,3.0,Weaver,Holland,,2:37,N,34918,1.89,2,,2012
105,"Wednesday, Aug 1",LAA,A,TEX,L-wo,10,11,10,57-48,2,4.0,Nathan,Isringhausen,,4:01,N,42832,2.07,-1,,2012
106,"Thursday, Aug 2",LAA,A,TEX,L,9,15,,57-49,3,5.0,Oswalt,Carpenter,,4:01,N,40281,1.97,-2,,2012
107,"Friday, Aug 3",LAA,A,CHW,L &V,6,8,10,57-50,3,6.0,Thornton,Takahashi,,3:35,N,32060,1.55,-3,,2012
108,"Saturday, Aug 4",LAA,A,CHW,W,6,5,10,58-50,3,6.0,Jepsen,Thornton,Frieri,3:26,N,28571,1.41,1,,2012
109,"Sunday, Aug 5",LAA,A,CHW,L,2,4,,58-51,3,6.0,Jones,Isringhausen,Reed,2:58,D,30202,1.47,-1,,2012
110,"Monday, Aug 6",LAA,A,OAK,W,4,0,,59-51,2,5.0,Weaver,Parker,,2:33,N,13341,1.66,1,,2012
111,"Tuesday, Aug 7",LAA,A,OAK,L,4,10,,59-52,3,6.0,Colon,Wilson,,2:58,N,15458,1.8,-1,,2012
112,"Wednesday, Aug 8",LAA,A,OAK,L,8,9,,59-53,3,7.0,Neshek,Hawkins,Cook,3:40,D,21150,1.71,-2,,2012
113,"Friday, Aug 10",LAA,H,SEA,W-wo,6,5,,60-53,3,6.0,Frieri,Kinney,,2:31,N,39016,1.24,1,,2012
114,"Saturday, Aug 11",LAA,H,SEA,L,4,7,,60-54,3,7.0,Iwakuma,Haren,,2:35,N,38722,1.35,-1,,2012
115,"Sunday, Aug 12",LAA,H,SEA,L,1,4,,60-55,3,8.0,Vargas,Weaver,Wilhelmsen,2:38,D,36505,1.25,-2,,2012
116,"Monday, Aug 13",LAA,H,CLE,L,2,6,,60-56,3,8.0,Masterson,Wilson,Perez,3:13,N,36620,1.1,-3,,2012
117,"Tuesday, Aug 14",LAA,H,CLE,W,9,6,,61-56,3,7.0,Greinke,Jimenez,Frieri,2:59,N,39827,1.03,1,,2012
118,"Wednesday, Aug 15",LAA,H,CLE,W,8,4,,62-56,2,6.0,Santana,Hernandez,,2:47,N,37554,1.17,2,,2012
119,"Thursday, Aug 16",LAA,H,TBR,L,0,7,,62-57,3,7.0,Price,Haren,,2:40,N,38591,1.53,-1,,2012
120,"Friday, Aug 17",LAA,H,TBR,L,3,12,,62-58,3,7.0,Shields,Weaver,,2:52,N,37298,1.35,-2,,2012
121,"Saturday, Aug 18",LAA,H,TBR,L,8,10,,62-59,3,8.0,McGee,Jepsen,Rodney,3:31,N,41086,1.18,-3,,2012
122,"Sunday, Aug 19",LAA,H,TBR,L,3,8,,62-60,3,9.0,Moore,Greinke,,3:14,D,36789,0.88,-4,,2012
123,"Tuesday, Aug 21",LAA,A,BOS,W,5,3,,63-60,3,8.5,Santana,Cook,Frieri,3:00,N,37794,0.63,1,,2012
124,"Wednesday, Aug 22",LAA,A,BOS,W,7,3,,64-60,3,8.5,Weaver,Buchholz,,3:14,N,37373,0.7,2,,2012
125,"Thursday, Aug 23",LAA,A,BOS,W,14,13,10,65-60,3,8.5,Frieri,Aceves,,4:34,N,37829,0.77,3,,2012
126,"Friday, Aug 24",LAA,A,DET,W,2,1,,66-60,3,8.5,Greinke,Porcello,Richards,3:01,N,39356,0.96,4,,2012
127,"Saturday, Aug 25",LAA,A,DET,L,3,5,,66-61,3,9.5,Dotel,Richards,Valverde,2:58,N,41970,1.05,-1,,2012
128,"Sunday, Aug 26",LAA,A,DET,L,2,5,,66-62,3,9.5,Scherzer,Santana,,2:44,D,40074,0.83,-2,,2012
129,"Tuesday, Aug 28",LAA,H,BOS,W-wo,6,5,,67-62,3,10.0,Jepsen,Aceves,,3:01,N,38745,0.57,1,,2012
130,"Wednesday, Aug 29",LAA,H,BOS,W,10,3,,68-62,3,9.0,Wilson,Stewart,,3:06,N,37841,0.65,2,,2012
131,"Thursday, Aug 30",LAA,H,BOS,W,5,2,,69-62,3,8.5,Greinke,Lester,Frieri,2:43,N,39013,0.76,3,,2012
132,"Friday, Aug 31",LAA,A,SEA,W,9,1,,70-62,3,8.5,Haren,Millwood,,3:04,N,17739,0.89,4,,2012
133,"Saturday, Sep 1",LAA,A,SEA,W,5,2,,71-62,3,7.5,Santana,Hernandez,Frieri,3:03,D,22910,1,5,,2012
134,"Sunday, Sep 2",LAA,A,SEA,L,1,2,,71-63,3,8.5,Iwakuma,Weaver,Wilhelmsen,2:48,D,20584,1.12,-1,,2012
135,"Monday, Sep 3",LAA,A,OAK,W,8,3,,72-63,3,8.5,Wilson,Milone,,3:24,D,20180,1.07,1,,2012
136,"Tuesday, Sep 4",LAA,A,OAK,W,6,1,,73-63,3,7.5,Greinke,Parker,,2:52,N,11688,1.21,2,,2012
137,"Wednesday, Sep 5",LAA,A,OAK,W,7,1,,74-63,3,7.5,Haren,McCarthy,,3:10,D,15404,1.54,3,,2012
138,"Friday, Sep 7",LAA,H,DET,W-wo,3,2,,75-63,3,7.0,Frieri,Dotel,,2:49,N,40104,1.43,4,,2012
139,"Saturday, Sep 8",LAA,H,DET,W,6,1,,76-63,3,7.0,Wilson,Verlander,,2:37,N,41154,1.51,5,,2012
140,"Sunday, Sep 9",LAA,H,DET,W,3,2,,77-63,3,6.0,Greinke,Sanchez,Frieri,2:45,D,38216,1.56,6,,2012
141,"Monday, Sep 10",LAA,H,OAK,L,1,3,,77-64,3,6.5,Parker,Haren,Balfour,2:25,N,36064,2.02,-1,,2012
142,"Tuesday, Sep 11",LAA,H,OAK,L,5,6,,77-65,3,7.5,Straily,Williams,Blevins,3:15,N,37794,1.79,-2,,2012
143,"Wednesday, Sep 12",LAA,H,OAK,L,1,4,,77-66,3,8.5,Griffin,Santana,Cook,2:51,N,38097,1.48,-3,,2012
144,"Thursday, Sep 13",LAA,H,OAK,W,6,0,,78-66,3,7.5,Weaver,Anderson,,2:30,D,38029,1.05,1,,2012
145,"Friday, Sep 14",LAA,A,KCR,W,9,7,,79-66,3,7.5,Walden,Collins,Frieri,3:42,N,27586,1.14,2,,2012
146,"Saturday, Sep 15",LAA,A,KCR,L-wo,2,3,,79-67,3,7.5,Herrera,Frieri,,2:23,N,23027,1.34,-1,,2012
147,"Sunday, Sep 16",LAA,A,KCR,W,4,3,,80-67,3,7.5,Haren,Smith,Jepsen,2:43,D,24979,1.21,1,,2012
148,"Tuesday, Sep 18",LAA,H,TEX,W,11,3,,81-67,3,6.5,Weaver,Dempster,,3:08,N,36948,1.23,2,,2012
149,"Wednesday, Sep 19",LAA,H,TEX,L,2,6,,81-68,3,7.5,Holland,Wilson,,3:03,N,37093,1.49,-1,,2012
150,"Thursday, Sep 20",LAA,H,TEX,L,1,3,,81-69,3,8.5,Darvish,Frieri,Nathan,2:39,N,38205,1,-2,,2012
151,"Friday, Sep 21",LAA,H,CHW,W,6,2,,82-69,3,7.5,Santana,Peavy,,2:32,N,39326,0.55,1,,2012
152,"Saturday, Sep 22",LAA,H,CHW,W,4,2,,83-69,3,6.5,Haren,Quintana,Frieri,2:48,N,41440,0.68,2,,2012
153,"Sunday, Sep 23",LAA,H,CHW,W,4,1,,84-69,3,6.5,Weaver,Floyd,,2:39,D,36546,0.91,3,,2012
154,"Tuesday, Sep 25",LAA,H,SEA,W,5,4,,85-69,3,6.0,Greinke,Ramirez,Frieri,3:10,N,38538,1.1,4,,2012
155,"Wednesday, Sep 26",LAA,H,SEA,W-wo,4,3,,86-69,3,5.0,Frieri,Pryor,,3:03,N,37916,1.3,5,,2012
156,"Thursday, Sep 27",LAA,H,SEA,L,4,9,,86-70,3,6.0,Iwakuma,Haren,,3:27,D,37377,1.26,-1,,2012
157,"Friday, Sep 28",LAA,A,TEX,W,7,4,,87-70,3,5.0,Weaver,Dempster,Frieri,3:14,N,46662,0.94,1,,2012
158,"Sunday, Sep 30 (1)",LAA,A,TEX,W,5,4,,88-70,3,5.0,Richards,Nathan,Frieri,3:12,D,46713,0.59,2,2012-09-29 (Rain),2012
159,"Sunday, Sep 30 (2)",LAA,A,TEX,L,7,8,,88-71,3,5.0,Holland,Santana,Nathan,3:17,N,48089,1.05,-1,,2012
160,"Monday, Oct 1",LAA,A,SEA,W,8,4,,89-71,3,4.0,Wilson,Hernandez,,3:19,N,13963,0.09,1,,2012
161,"Tuesday, Oct 2",LAA,A,SEA,L,1,6,,89-72,3,4.0,Iwakuma,Haren,,2:49,N,14353,0,-1,,2012
162,"Wednesday, Oct 3",LAA,A,SEA,L,0,12,,89-73,3,5.0,Beavan,Weaver,,2:56,D,15614,0,-2,,2012
1,"Monday, Apr 1",LAA,A,CIN,W,3,1,13,1-0,1,Tied,Lowe,Hoover,Frieri,4:45,D,43168,0.92,1,,2013
2,"Wednesday, Apr 3",LAA,A,CIN,L-wo,4,5,,1-1,3,0.5,Chapman,Downs,,3:06,N,35257,1,-1,,2013
3,"Thursday, Apr 4",LAA,A,CIN,L,4,5,,1-2,4,1.0,Arroyo,Blanton,Chapman,2:51,D,23795,0.93,-2,,2013
4,"Friday, Apr 5",LAA,A,TEX,L,2,3,,1-3,4,2.0,Scheppers,Downs,Nathan,2:46,D,48845,1.03,-3,,2013
5,"Saturday, Apr 6",LAA,A,TEX,W,8,4,,2-3,4,1.5,Hanson,Harrison,,3:00,D,47201,0.97,1,,2013
6,"Sunday, Apr 7",LAA,A,TEX,L,3,7,,2-4,4,2.5,Darvish,Weaver,,3:01,N,42034,1.06,-1,,2013
7,"Tuesday, Apr 9",LAA,H,OAK,L,5,9,,2-5,4,3.5,Cook,Jepsen,,3:44,N,44014,1.02,-2,,2013
8,"Wednesday, Apr 10",LAA,H,OAK,L,5,11,,2-6,5,4.5,Milone,Blanton,,3:47,N,36011,0.93,-3,,2013
9,"Thursday, Apr 11",LAA,H,OAK,L,1,8,,2-7,5,5.5,Griffin,Vargas,,2:59,N,43533,0.94,-4,,2013
10,"Friday, Apr 12",LAA,H,HOU,L,0,5,,2-8,5,6.5,Norris,Hanson,,3:23,N,37674,0.76,-5,,2013
11,"Saturday, Apr 13",LAA,H,HOU,W-wo,5,4,,3-8,5,5.5,Roth,Veras,,3:10,N,43520,0.67,1,,2013
12,"Sunday, Apr 14",LAA,H,HOU,W,4,1,,4-8,4,4.5,Wilson,Humber,Frieri,3:03,D,36126,0.76,2,,2013
13,"Monday, Apr 15",LAA,A,MIN,L,2,8,,4-9,4,5.5,Correia,Blanton,,2:49,N,23535,0.81,-1,,2013
14,"Tuesday, Apr 16",LAA,A,MIN,L,6,8,,4-10,4,6.5,Pelfrey,Vargas,Perkins,3:30,N,23299,0.71,-2,,2013
15,"Friday, Apr 19",LAA,H,DET,W,8,1,,5-10,4,6.0,Hanson,Sanchez,,3:04,N,39023,0.65,1,,2013
16,"Saturday, Apr 20",LAA,H,DET,W,10,0,,6-10,3,5.0,Richards,Porcello,,2:52,D,35081,0.72,2,,2013
17,"Sunday, Apr 21",LAA,H,DET,W-wo,4,3,13,7-10,3,4.5,Williams,Coke,,4:28,D,41147,0.72,3,,2013
18,"Monday, Apr 22",LAA,H,TEX,L,6,7,,7-11,3,5.5,Scheppers,Frieri,Nathan,3:07,N,36192,0.96,-1,,2013
19,"Tuesday, Apr 23",LAA,H,TEX,W-wo,5,4,11,8-11,3,4.5,De La Rosa,Ortiz,,3:13,N,35353,0.91,1,,2013
20,"Wednesday, Apr 24",LAA,H,TEX,L,3,11,,8-12,3,5.5,Darvish,Roth,,3:22,N,37154,0.92,-1,,2013
21,"Thursday, Apr 25",LAA,A,SEA,L,0,6,,8-13,3,6.5,Maurer,Richards,,2:29,N,13012,0.8,-2,,2013
22,"Friday, Apr 26",LAA,A,SEA,W,6,3,,9-13,3,6.5,Wilson,Harang,Frieri,3:34,N,31545,0.7,1,,2013
23,"Saturday, Apr 27",LAA,A,SEA,L,2,3,,9-14,3,6.5,Hernandez,Blanton,Wilhelmsen,2:37,N,31914,0.79,-1,,2013
24,"Sunday, Apr 28",LAA,A,SEA,L,1,2,,9-15,4,6.5,Capps,Vargas,Wilhelmsen,2:31,D,20648,0.76,-2,,2013
25,"Monday, Apr 29",LAA,A,OAK,L-wo,8,10,19,9-16,4,7.0,Blevins,Enright,,6:32,N,11668,0.76,-3,,2013
26,"Tuesday, Apr 30",LAA,A,OAK,L,6,10,,9-17,4,8.0,Parker,Richards,,3:39,N,14764,0.72,-4,,2013
27,"Wednesday, May 1",LAA,A,OAK,W,5,4,,10-17,4,7.0,Wilson,Milone,Frieri,3:35,D,17139,0.66,1,,2013
28,"Thursday, May 2",LAA,H,BAL,L,1,5,,10-18,4,7.0,Tillman,Blanton,,2:28,N,35118,0.6,-1,,2013
29,"Friday, May 3",LAA,H,BAL,W,4,0,,11-18,4,7.0,Vargas,Gonzalez,,2:15,N,40140,0.58,1,,2013
30,"Saturday, May 4",LAA,H,BAL,L,4,5,10,11-19,4,8.0,Hunter,Richards,Johnson,3:43,D,32136,0.55,-1,,2013
31,"Sunday, May 5",LAA,H,BAL,L,4,8,,11-20,4,9.0,Hammel,Williams,O'Day,3:34,D,38047,0.52,-2,,2013
32,"Tuesday, May 7",LAA,A,HOU,L,6,7,,11-21,4,8.5,Lyles,Wilson,Veras,2:45,N,15266,0.47,-3,,2013
33,"Wednesday, May 8",LAA,A,HOU,L,1,3,,11-22,4,9.5,Norris,Blanton,Veras,2:30,N,12906,0.45,-4,,2013
34,"Thursday, May 9",LAA,A,HOU,W,6,5,,12-22,4,9.0,Richards,Ambriz,Frieri,4:07,N,13003,0.4,1,,2013
35,"Friday, May 10",LAA,A,CHW,W,7,5,,13-22,4,9.0,Kohn,Axelrod,Frieri,3:35,N,22638,0.45,2,,2013
36,"Saturday, May 11",LAA,A,CHW,W,3,2,,14-22,4,9.0,Williams,Quintana,Frieri,2:58,N,28774,0.47,3,,2013
37,"Sunday, May 12",LAA,A,CHW,L,0,3,,14-23,4,10.0,Sale,Wilson,,2:32,N,22088,0.52,-1,,2013
38,"Monday, May 13",LAA,H,KCR,L,4,11,,14-24,4,10.0,Mendoza,Blanton,Hochevar,3:07,N,32203,0.44,-2,,2013
39,"Tuesday, May 14",LAA,H,KCR,W,6,2,,15-24,4,10.0,Vargas,Guthrie,,2:32,N,33028,0.4,1,,2013
40,"Wednesday, May 15",LAA,H,KCR,L,5,9,,15-25,4,11.0,Davis,Enright,,3:36,N,31917,0.47,-1,,2013
41,"Thursday, May 16",LAA,H,CHW,L,4,5,,15-26,4,12.0,Lindstrom,De La Rosa,Reed,3:08,N,37711,0.38,-2,,2013
42,"Friday, May 17",LAA,H,CHW,L,0,3,,15-27,4,12.0,Sale,Wilson,Reed,2:48,N,37546,0.33,-3,,2013
43,"Saturday, May 18",LAA,H,CHW,W,12,9,,16-27,4,12.0,Coello,Jones,Frieri,3:50,D,37165,0.28,1,,2013
44,"Sunday, May 19",LAA,H,CHW,W,6,2,,17-27,4,12.0,Vargas,Peavy,Frieri,3:04,D,38190,0.27,2,,2013
45,"Tuesday, May 21",LAA,H,SEA,W,12,0,,18-27,4,10.5,Williams,Harang,,2:47,N,34095,0.37,3,,2013
46,"Wednesday, May 22",LAA,H,SEA,W,7,1,,19-27,4,10.5,Wilson,Maurer,,2:44,D,33313,0.42,4,,2013
47,"Thursday, May 23",LAA,A,KCR,W,5,4,,20-27,3,10.0,Blanton,Santana,Coello,2:55,N,18784,0.45,5,,2013
48,"Friday, May 24",LAA,A,KCR,W,5,2,,21-27,3,10.0,Vargas,Hochevar,Richards,3:01,N,32148,0.51,6,,2013
49,"Saturday, May 25",LAA,A,KCR,W,7,0,,22-27,3,10.0,Buckner,Guthrie,,2:44,D,27958,0.53,7,,2013
50,"Sunday, May 26",LAA,A,KCR,W,5,2,,23-27,3,9.0,Williams,Davis,Frieri,3:38,D,24475,0.59,8,,2013
51,"Monday, May 27",LAA,A,LAD,L,7,8,,23-28,3,8.5,Belisario,Coello,League,3:37,N,49953,0.63,-1,,2013
52,"Tuesday, May 28",LAA,A,LAD,L,0,3,,23-29,3,9.0,Ryu,Blanton,,2:11,N,46443,0.55,-2,,2013
53,"Wednesday, May 29",LAA,H,LAD,W,4,3,,24-29,3,8.5,Weaver,Capuano,Frieri,2:50,N,39172,0.55,1,,2013
54,"Thursday, May 30",LAA,H,LAD,W,3,2,,25-29,3,8.5,Vargas,Lilly,Frieri,2:45,N,42231,0.55,2,,2013
55,"Friday, May 31",LAA,H,HOU,L,3,6,,25-30,3,9.5,Keuchel,Hanson,Veras,3:10,N,34401,0.59,-1,,2013
56,"Saturday, Jun 1",LAA,H,HOU,L,0,2,,25-31,3,9.5,Norris,Williams,Veras,3:14,N,40087,0.48,-2,,2013
57,"Sunday, Jun 2",LAA,H,HOU,L,4,5,,25-32,3,10.5,Lyles,Wilson,Ambriz,3:19,D,35515,0.45,-3,,2013
58,"Monday, Jun 3",LAA,H,HOU,L,1,2,,25-33,3,11.0,Bedard,Blanton,Veras,2:38,N,30010,0.4,-4,,2013
59,"Tuesday, Jun 4",LAA,H,CHC,W,4,3,,26-33,3,10.0,Coello,Villanueva,Frieri,3:01,N,32223,0.32,1,,2013
60,"Wednesday, Jun 5",LAA,H,CHC,L,6,8,10,26-34,3,11.0,Gregg,Coello,,4:14,D,30171,0.37,-1,,2013
61,"Saturday, Jun 8 (1)",LAA,A,BOS,W,9,5,,27-34,3,10.0,Hanson,Doubront,Frieri,4:00,D,34499,0.31,1,2013-06-07 (Rain),2013
62,"Saturday, Jun 8 (2)",LAA,A,BOS,L,2,7,,27-35,3,10.0,Buchholz,Wilson,,3:25,N,36518,0.37,-1,,2013
63,"Sunday, Jun 9",LAA,A,BOS,L,5,10,,27-36,3,10.5,Dempster,Blanton,,3:33,D,37054,0.33,-2,,2013
64,"Monday, Jun 10",LAA,A,BAL,L,3,4,,27-37,4,11.5,Garcia,Weaver,Johnson,2:23,N,15514,0.29,-3,,2013
65,"Tuesday, Jun 11",LAA,A,BAL,L,2,3,,27-38,4,11.5,Gonzalez,Vargas,Johnson,2:42,N,22834,0.22,-4,,2013
66,"Wednesday, Jun 12",LAA,A,BAL,W,9,5,,28-38,4,11.5,Williams,Strop,,3:13,D,25964,0.21,1,,2013
67,"Friday, Jun 14",LAA,H,NYY,W,5,2,,29-38,4,11.0,Wilson,Pettitte,Frieri,2:53,N,40621,0.24,2,,2013
68,"Saturday, Jun 15",LAA,H,NYY,W,6,2,,30-38,4,10.0,Hanson,Phelps,,3:10,D,40486,0.29,3,,2013
69,"Sunday, Jun 16",LAA,H,NYY,L,5,6,,30-39,4,11.0,Sabathia,Weaver,Rivera,2:58,D,41204,0.38,-1,,2013
70,"Monday, Jun 17",LAA,H,SEA,W,11,3,,31-39,3,10.0,Vargas,Harang,,2:56,N,30258,0.32,1,,2013
71,"Tuesday, Jun 18",LAA,H,SEA,L,2,3,10,31-40,4,11.0,Furbush,Richards,Medina,3:42,N,33040,0.36,-1,,2013
72,"Wednesday, Jun 19",LAA,H,SEA,W,1,0,,32-40,3,10.0,Wilson,Saunders,Frieri,2:27,N,35401,0.27,1,,2013
73,"Thursday, Jun 20",LAA,H,SEA,W,10,9,,33-40,3,9.0,Downs,Capps,Frieri,3:36,N,37711,0.33,2,,2013
74,"Friday, Jun 21",LAA,H,PIT,L,2,5,,33-41,3,10.0,Cole,Weaver,Grilli,2:55,N,40136,0.36,-1,,2013
75,"Saturday, Jun 22",LAA,H,PIT,L,1,6,,33-42,3,10.0,Liriano,Williams,,2:52,N,41114,0.31,-2,,2013
76,"Sunday, Jun 23",LAA,H,PIT,L,9,10,10,33-43,4,11.0,Melancon,Jepsen,,3:55,D,35069,0.24,-3,,2013
77,"Tuesday, Jun 25",LAA,A,DET,W,14,8,,34-43,3,10.0,Wilson,Porcello,,4:03,N,34204,0.22,1,,2013
78,"Wednesday, Jun 26",LAA,A,DET,W,7,4,,35-43,3,10.0,De La Rosa,Alvarez,Frieri,3:06,N,35635,0.26,2,,2013
79,"Thursday, Jun 27",LAA,A,DET,W,3,1,10,36-43,3,10.0,Jepsen,Coke,Frieri,3:25,D,39496,0.3,3,,2013
80,"Friday, Jun 28",LAA,A,HOU,W,4,2,,37-43,3,10.0,De La Rosa,Clemens,Frieri,3:49,N,20498,0.3,4,,2013
81,"Saturday, Jun 29",LAA,A,HOU,W,7,2,,38-43,3,9.0,Blanton,Lyles,,3:01,D,26650,0.32,5,,2013
82,"Sunday, Jun 30",LAA,A,HOU,W,3,1,,39-43,3,9.0,Wilson,Cisnero,Frieri,3:08,D,22361,0.43,6,,2013
83,"Tuesday, Jul 2",LAA,H,STL,W,5,1,,40-43,3,8.5,Weaver,Lynn,,2:40,N,39455,0.42,7,,2013
84,"Wednesday, Jul 3",LAA,H,STL,L,2,12,,40-44,3,8.5,Miller,Williams,,3:22,N,35025,0.47,-1,,2013
85,"Thursday, Jul 4",LAA,H,STL,W-wo,6,5,,41-44,3,8.5,Downs,Mujica,,2:51,N,42707,0.41,1,,2013
86,"Friday, Jul 5",LAA,H,BOS,L,2,6,,41-45,3,9.5,Doubront,Wilson,,3:14,N,37092,0.42,-1,,2013
87,"Saturday, Jul 6",LAA,H,BOS,W-wo,9,7,11,42-45,3,8.5,De La Rosa,Breslow,,4:22,N,36112,0.36,1,,2013
88,"Sunday, Jul 7",LAA,H,BOS,W,3,0,,43-45,3,8.5,Weaver,Lackey,Frieri,2:57,N,39018,0.43,2,,2013
89,"Tuesday, Jul 9",LAA,A,CHC,L,2,7,,43-46,3,10.0,Wood,Blanton,,2:43,N,31579,0.45,-1,,2013
90,"Wednesday, Jul 10",LAA,A,CHC,W,13,2,,44-46,3,9.0,Wilson,Samardzija,,3:04,N,31111,0.34,1,,2013
91,"Friday, Jul 12",LAA,A,SEA,L,3,8,,44-47,3,9.0,Saunders,Williams,,2:45,N,21375,0.38,-1,,2013
92,"Saturday, Jul 13",LAA,A,SEA,L,0,6,,44-48,3,10.0,Hernandez,Weaver,,2:57,N,32466,0.35,-2,,2013
93,"Sunday, Jul 14",LAA,A,SEA,L,3,4,,44-49,3,11.0,Iwakuma,Blanton,Wilhelmsen,2:51,D,25643,0.3,-3,,2013
94,"Friday, Jul 19",LAA,H,OAK,W,4,1,,45-49,3,10.0,Weaver,Griffin,Frieri,2:58,N,43515,0.29,1,,2013
95,"Saturday, Jul 20",LAA,H,OAK,W,2,0,,46-49,3,9.0,Wilson,Straily,Frieri,2:31,N,43572,0.37,2,,2013
96,"Sunday, Jul 21",LAA,H,OAK,L,0,6,,46-50,3,10.0,Colon,Williams,,2:48,D,37441,0.51,-1,,2013
97,"Monday, Jul 22",LAA,H,MIN,L,3,4,,46-51,3,11.0,Deduno,Blanton,Perkins,3:31,N,33363,0.28,-2,,2013
98,"Tuesday, Jul 23",LAA,H,MIN,L,3,10,10,46-52,4,11.0,Perkins,Frieri,,3:38,N,39177,0.2,-3,,2013
99,"Wednesday, Jul 24",LAA,H,MIN,W,1,0,,47-52,3,11.0,Weaver,Pelfrey,Frieri,2:43,D,38209,0.18,1,,2013
100,"Thursday, Jul 25",LAA,A,OAK,W,8,3,,48-52,3,10.0,Wilson,Straily,,3:13,N,20468,0.25,2,,2013
101,"Friday, Jul 26",LAA,A,OAK,L,4,6,,48-53,3,11.0,Colon,Williams,Balfour,3:12,N,27429,0.35,-1,,2013
102,"Saturday, Jul 27",LAA,A,OAK,L,1,3,,48-54,3,12.0,Milone,Downs,Balfour,3:03,D,32333,0.25,-2,,2013
103,"Sunday, Jul 28",LAA,A,OAK,L,6,10,,48-55,4,13.0,Chavez,Gutierrez,,3:31,D,25877,0.21,-3,,2013
104,"Monday, Jul 29",LAA,A,TEX,L-wo,3,4,,48-56,4,14.0,Frasor,Frieri,,3:04,N,36282,0.12,-4,,2013
105,"Tuesday, Jul 30",LAA,A,TEX,L-wo,11,14,10,48-57,4,14.0,Nathan,Stange,,4:46,N,36931,0.08,-5,,2013
106,"Wednesday, Jul 31",LAA,A,TEX,L-wo,1,2,,48-58,4,14.0,Nathan,Kohn,,2:30,N,39391,0.06,-6,,2013
107,"Thursday, Aug 1",LAA,H,TOR,W,8,2,,49-58,4,13.5,Richards,Johnson,,2:38,N,37179,0.03,1,,2013
108,"Friday, Aug 2",LAA,H,TOR,W,7,5,,50-58,3,12.5,De La Rosa,Delabar,Frieri,3:15,N,38884,0.04,2,,2013
109,"Saturday, Aug 3",LAA,H,TOR,W,7,3,,51-58,3,12.5,Weaver,Rogers,,2:35,N,41253,0.07,3,,2013
110,"Sunday, Aug 4",LAA,H,TOR,L,5,6,,51-59,4,12.5,Cecil,Frieri,Janssen,3:05,D,33936,0.06,-1,,2013
111,"Monday, Aug 5",LAA,H,TEX,L,2,5,,51-60,4,13.0,Perez,Williams,Nathan,3:01,N,34040,0.06,-2,,2013
112,"Tuesday, Aug 6",LAA,H,TEX,L,3,8,,51-61,4,13.0,Darvish,Jepsen,Scheppers,3:12,N,34233,0.04,-3,,2013
113,"Wednesday, Aug 7",LAA,H,TEX,L,3,10,,51-62,4,13.0,Ogando,Hanson,,3:51,N,34777,0.02,-4,,2013
